cust_num,category,balance,age,acct_num,opendt
1420,intl equity,3865.01666666667,55,3492,16831
1420,low  equity,9297.53888888889,55,3493,17259
1421,high equity,2790.48333333333,46,3494,13615
1422,bonds,2273.11111111111,55,3495,16085
1422,low  equity,7581.91111111111,55,3496,13849
1422,low  equity,9939.25555555556,55,3497,14028
1422,intl equity,2212.35555555556,55,3498,14719
1422,intl equity,2412.55555555556,55,3499,13899
1422,low  equity,2525.88888888889,55,3500,13899
1422,low  equity,3701.83333333333,55,3501,13521
1422,low  equity,21347.1611111111,55,3502,14620
1422,low  equity,1964.89444444444,55,3503,17538
1423,low  equity,10107.1888888889,66,3504,13534
1424,low  equity,8399.31111111111,66,3505,16789
1425,Brokerage,9818.11111111111,29,3506,16904
1426,low  equity,13269.5333333333,98,3507,16804
1426,bonds,243499.105555556,98,3508,16875
1426,low  equity,30884.1166666667,98,3509,16937
1426,bonds,17822.0555555556,98,3510,18200
1427,mon mkt,6204.28333333333,47,3511,13555
1427,low  equity,6604.20555555556,47,3512,13992
1429,low  equity,1388.57777777778,70,3513,15445
1430,low  equity,3349.86111111111,81,3514,16419
1432,low  equity,24018.0611111111,77,3515,14025
1432,low  equity,3352.44444444444,77,3516,13559
1433,intl equity,27975.2555555556,66,3517,17519
1433,intl equity,32195.0277777778,66,3518,17573
1433,Brokerage,28902.5111111111,66,3519,17574
1433,low  equity,10528.2833333333,66,3520,17701
1433,high equity,12452.75,66,3521,17910
1434,bonds,3159.60555555556,55,3522,15362
1434,low  equity,5511.97777777778,55,3523,15362
1434,mon mkt,790.45,55,3524,15362
1434,low  equity,1290.63888888889,55,3525,15040
1435,mon mkt,1152.46666666667,41,3526,13538
1435,intl equity,8820.46666666667,41,3527,13914
1435,high equity,7588.34444444444,41,3528,13914
1435,intl equity,17970.8166666667,41,3529,13968
1435,low  equity,9365.07777777778,41,3530,14840
1435,Brokerage,4814.95,41,3531,17622
1435,intl equity,15133.0722222222,41,3532,17862
1436,low  equity,7433.41111111111,52,3533,16159
1437,low  equity,13006.4333333333,65,3534,13919
1438,low  equity,2772.90555555556,51,3535,13563
1438,high equity,14563.0222222222,51,3536,13563
1438,intl equity,22366.3888888889,51,3537,13591
1438,low  equity,3017.45555555556,51,3538,16509
1440,low  equity,3875.95555555556,59,3539,13621
1441,low  equity,5784.66666666667,77,3540,13594
1443,intl equity,1596.59444444444,87,3541,14914
1443,intl equity,4320.01111111111,87,3542,15305
1444,low  equity,10864.2388888889,61,3543,14201
1445,Retire Date,20931.0277777778,56,3544,17302
1446,low  equity,10407.4388888889,69,3545,14957
1447,low  equity,12436.9388888889,77,3546,13555
1447,intl equity,17886.75,77,3547,14620
1448,intl equity,5421.77777777778,65,3548,16915
1448,low  equity,1409.34444444444,65,3549,16915
1448,intl equity,1594.85555555556,65,3550,16915
1449,high equity,1638.83888888889,48,3551,14671
1449,intl equity,735.883333333333,48,3552,14717
1449,Retire Date,1118.51666666667,48,3553,17798
1449,high equity,1124.48333333333,48,3554,17805
1449,low  equity,1894.29444444444,48,3555,17805
1449,low  equity,1700.76111111111,48,3556,17812
1449,intl equity,694.466666666667,48,3557,18189
1449,low  equity,687.072222222222,48,3558,18189
1449,low  equity,700.15,48,3559,18189
1450,low  equity,10937.8055555556,57,3560,13606
1451,intl equity,610.577777777778,55,3561,14342
1452,low  equity,48996.2333333333,57,3562,13684
1454,low  equity,7635.42777777778,51,3563,13633
1454,Retire Date,18788.4277777778,51,3564,17247
1454,low  equity,3766.46666666667,51,3565,17483
1455,high equity,8236.38333333333,60,3566,13599
1455,bonds,15993.2722222222,60,3567,17111
1456,low  equity,2877.8,66,3568,13566
1456,bonds,2380.82777777778,66,3569,15805
1457,low  equity,3483.19444444444,54,3570,13569
1457,intl equity,15125.8944444444,54,3571,14564
1457,low  equity,2836.26111111111,54,3572,14025
1457,low  equity,4703.12777777778,54,3573,16174
1457,intl equity,5156.53333333333,54,3574,16498
1457,low  equity,10199.6666666667,54,3575,16498
1457,low  equity,12214.9333333333,54,3576,17078
1457,intl equity,22322.1222222222,54,3577,17105
1458,low  equity,5841.57777777778,42,3578,13916
1459,low  equity,356.072222222222,68,3579,13571
1460,low  equity,5739.42777777778,52,3580,13912
1461,low  equity,11478.4055555556,64,3581,13597
1462,low  equity,2507.48888888889,58,3582,13576
1462,low  equity,2276.70555555556,58,3583,13576
1463,low  equity,3266.75555555556,46,3584,13661
1463,mon mkt,4242.28888888889,46,3585,13661
1464,intl equity,495.522222222222,49,3586,14591
1466,low  equity,29341.5944444444,54,3587,14206
1467,high equity,1126.73333333333,67,3588,14473
1467,intl equity,18125.2055555556,67,3589,17315
1467,Retire Date,68600.4888888889,67,3590,17315
1468,low  equity,4504.96111111111,63,3591,13583
1468,low  equity,6479.68333333333,63,3592,13583
1469,low  equity,11166.3,55,3593,13585
1469,Retire Date,7985.32777777778,55,3594,17233
1470,low  equity,1424.35555555556,58,3595,14305
1470,low  equity,4655.41666666667,58,3596,13611
1471,low  equity,304.222222222222,66,3597,14111
1471,bonds,340.038888888889,66,3598,16090
1471,intl equity,470.111111111111,66,3599,14598
1471,low  equity,412.327777777778,66,3600,16182
1471,Retire Date,481.694444444444,66,3601,16246
1471,low  equity,311.988888888889,66,3602,16819
1472,high equity,939.5,70,3603,14243
1472,intl equity,932.822222222222,70,3604,14682
1473,low  equity,43595.7111111111,62,3605,16015
1474,intl equity,1433.06666666667,41,3606,13593
1475,low  equity,6809.55,69,3607,13636
1475,high equity,12246.9833333333,69,3608,13636
1476,low  equity,5002.93333333333,69,3609,13597
1476,mon mkt,332.916666666667,69,3610,16118
1476,mon mkt,7034.8,69,3611,16128
1476,low  equity,4467.65555555556,69,3612,16140
1476,low  equity,2827.23333333333,69,3613,16142
1477,bonds,2693.39444444444,70,3614,13745
1477,mon mkt,279.105555555556,70,3615,13625
1478,intl equity,1112.25555555556,67,3616,14627
1479,intl equity,591.388888888889,23,3617,17988
1480,intl equity,3625.63333333333,50,3618,14234
1481,Retire Date,10338.3833333333,59,3619,15925
1481,low  equity,5832.68888888889,59,3620,16127
1483,low  equity,8335.24444444444,70,3621,13723
1484,low  equity,3653.62222222222,46,3622,16118
1484,mon mkt,13002.9833333333,46,3623,17573
1484,high equity,5547.03888888889,46,3624,17737
1484,mon mkt,22362.7611111111,46,3625,17736
1484,intl equity,2152.48888888889,46,3626,17750
1485,bonds,5982.77777777778,40,3627,15431
1485,low  equity,17166.7666666667,40,3628,15431
1486,low  equity,2983.07222222222,35,3629,14517
1486,intl equity,2941.09444444444,35,3630,14679
1486,intl equity,2306.56111111111,35,3631,14731
1487,low  equity,6084.60555555556,62,3632,13656
1488,low  equity,736.45,59,3633,14117
1490,intl equity,1342.78333333333,57,3634,14628
1490,Retire Date,630.955555555556,57,3635,16476
1490,high equity,780.083333333333,57,3636,16476
1490,low  equity,570.15,57,3637,16476
1492,high equity,10870.5388888889,63,3638,14304
1492,high equity,14393.6222222222,63,3639,14304
1492,bonds,27832.9277777778,63,3640,14304
1492,intl equity,6822.73333333333,63,3641,17098
1492,bonds,8561.71111111111,63,3642,17098
1492,low  equity,8310.37777777778,63,3643,17098
1492,low  equity,5522.88888888889,63,3644,17370
1493,low  equity,3742.91111111111,48,3645,14237
1493,low  equity,3769.32222222222,48,3646,16177
1494,low  equity,7490.42222222222,62,3647,14838
1494,intl equity,1708.68333333333,62,3648,14838
1494,low  equity,21503.6,62,3649,15634
1494,mon mkt,5769.93888888889,62,3650,17548
1495,low  equity,4138.70555555556,45,3651,16167
1496,high equity,5843.48888888889,77,3652,13632
1497,low  equity,7614.08888888889,31,3653,15427
1498,mon mkt,1215.18888888889,57,3654,13636
1499,low  equity,3191.42222222222,44,3655,14006
1502,low  equity,51436.5555555556,48,3656,13723
1502,intl equity,10698.8555555556,48,3657,14970
1503,low  equity,3573.04444444444,59,3658,13653
1503,intl equity,1486.19444444444,59,3659,16926
1503,low  equity,4195.59444444444,59,3660,17338
1503,Retire Date,3146.71111111111,59,3661,17408
1503,low  equity,3001.21666666667,59,3662,17409
1503,low  equity,3152.52222222222,59,3663,17426
1503,intl equity,816.138888888889,59,3664,17514
1504,high equity,10693.4888888889,67,3665,13716
1506,low  equity,566.472222222222,44,3666,14269
1507,low  equity,8678.20555555556,71,3667,13725
1508,low  equity,1240.55555555556,59,3668,17636
1509,low  equity,2251.39444444444,47,3669,13685
1510,low  equity,17417.8333333333,44,3670,11801
1511,low  equity,6845.51666666667,59,3671,13768
1512,low  equity,10313.9555555556,37,3672,14826
1513,intl equity,1634.95,62,3673,13702
1514,low  equity,1912.63888888889,39,3674,13685
1514,intl equity,1789.64444444444,39,3675,14486
1515,bonds,4748.39444444445,52,3676,13688
1516,intl equity,1950.07222222222,52,3677,13691
1516,low  equity,3174.26666666667,52,3678,13691
1516,high equity,4449.70555555556,52,3679,13691
1516,mon mkt,4874.91666666667,52,3680,13927
1516,high equity,6450.57222222222,52,3681,15039
1517,low  equity,9887.04444444444,46,3682,13744
1517,high equity,5764.1,46,3683,14668
1517,low  equity,24565.7944444444,46,3684,13927
1518,mon mkt,55682.4333333333,58,3685,15046
1518,low  equity,3407.91666666667,58,3686,14549
1519,bonds,1942.9,77,3687,18200
1519,bonds,1947.89444444444,77,3688,18200
1519,bonds,2543.80555555556,77,3689,18200
1521,low  equity,8560.25555555556,62,3690,13748
1521,high equity,8631.28333333333,62,3691,13748
1521,low  equity,16198.7944444444,62,3692,13738
1521,low  equity,19887,62,3693,13738
1521,low  equity,12525.1833333333,62,3694,13968
1521,low  equity,10137.4111111111,62,3695,13989
1521,low  equity,10401.5166666667,62,3696,14130
1522,intl equity,2962.46666666667,54,3697,13940
1523,low  equity,4784.26111111111,53,3698,13997
1523,intl equity,3354.21666666667,53,3699,16966
1523,intl equity,2575.66111111111,53,3700,16966
1523,intl equity,4280.91111111111,53,3701,16966
1523,low  equity,2440.7,53,3702,16966
1523,low  equity,2704.42777777778,53,3703,16966
1523,high equity,2587.38888888889,53,3704,16966
1523,high equity,2296.65,53,3705,16966
1523,low  equity,2211.77222222222,53,3706,16966
1523,low  equity,2613.70555555556,53,3707,16966
1523,intl equity,4875.13888888889,53,3708,16966
1524,intl equity,16079.4555555556,38,3709,13989
1524,intl equity,1072.18333333333,38,3710,17850
1525,low  equity,1802,50,3711,15036
1525,high equity,1672.67222222222,50,3712,15036
1525,high equity,2488.29444444444,50,3713,15081
1526,low  equity,3794.95,41,3714,13937
1527,low  equity,6688.07777777778,48,3715,13720
1528,low  equity,2184.41666666667,46,3716,13744
1528,low  equity,2453.32777777778,46,3717,13744
1528,low  equity,4200.45,46,3718,14220
1529,high equity,2277.43333333333,44,3719,13726
1530,intl equity,52477.7277777778,46,3720,13751
1530,low  equity,1018.23888888889,46,3721,16385
1530,low  equity,854.805555555556,46,3722,16385
1530,low  equity,1013.10555555556,46,3723,16385
1531,intl equity,1595.71111111111,47,3724,14531
1531,high equity,5878.20555555556,47,3725,14531
1532,low  equity,220.955555555556,44,3726,15767
1532,mon mkt,859.666666666667,44,3727,15767
1532,high equity,2118.63333333333,44,3728,15767
1532,intl equity,1216.95555555556,44,3729,15767
1532,high equity,2770.40555555556,44,3730,15767
1532,bonds,986.377777777778,44,3731,15767
1532,low  equity,2151.57777777778,44,3732,15767
1533,low  equity,45895.6055555556,62,3733,13755
1534,high equity,1831.66666666667,59,3734,17566
1535,low  equity,31008.2333333333,74,3735,13744
1535,low  equity,9410.64444444444,74,3736,13796
1536,bonds,659.45,72,3737,15624
1536,low  equity,128.938888888889,72,3738,15624
1537,mon mkt,967.627777777778,64,3739,13941
1537,bonds,4230.41111111111,64,3740,13941
1537,low  equity,6189.23333333333,64,3741,13941
1538,intl equity,17094.0444444444,53,3742,13887
1538,mon mkt,3552.49444444444,53,3743,15074
1538,high equity,284.488888888889,53,3744,14263
1538,intl equity,1844.26666666667,53,3745,14255
1538,low  equity,7908.11111111111,53,3746,14608
1538,low  equity,15429.6222222222,53,3747,14608
1538,low  equity,34371.6722222222,53,3748,14608
1538,high equity,10300.6055555556,53,3749,14608
1538,intl equity,8968.09444444444,53,3750,14608
1539,low  equity,7652.50555555556,53,3751,13821
1540,mon mkt,594.961111111111,73,3752,17892
1542,low  equity,2646.97777777778,62,3753,13954
1544,low  equity,10847.5722222222,48,3754,16219
1545,Retire Date,13439.7055555556,57,3755,16527
1547,low  equity,14550.8388888889,69,3756,16895
1547,bonds,2539.06111111111,69,3757,18140
1547,bonds,1622.72777777778,69,3758,18191
1548,high equity,11634.9944444444,48,3759,13901
1548,bonds,5392.93888888889,48,3760,14250
1548,intl equity,4907.82777777778,48,3761,14630
1550,low  equity,2084.42777777778,47,3762,15550
1551,high equity,7753.57222222222,63,3763,14647
1552,low  equity,9166.38888888889,71,3764,13814
1553,Retire Date,23166.3166666667,59,3765,17234
1554,low  equity,1169.79444444444,47,3766,15406
1555,intl equity,4055.55555555556,67,3767,13818
1555,low  equity,17405.6055555556,67,3768,13818
1556,low  equity,6.56666666666667,58,3769,13807
1557,low  equity,2235.98888888889,66,3770,17070
1557,low  equity,2419.97222222222,66,3771,17070
1557,low  equity,4991.48888888889,66,3772,17070
1557,low  equity,2714.89444444444,66,3773,17070
1557,low  equity,4177.76111111111,66,3774,17070
1557,intl equity,3101.56111111111,66,3775,17070
1557,low  equity,2513.21666666667,66,3776,17070
1557,bonds,3522.57777777778,66,3777,17070
1557,mon mkt,25521.1111111111,66,3778,17070
1558,high equity,5741.46666666667,38,3779,13825
1558,low  equity,6690.47777777778,38,3780,16306
1559,mon mkt,1414.15555555556,58,3781,14070
1559,high equity,8539.63333333333,58,3782,14619
1559,low  equity,7565.70555555556,58,3783,15000
1560,low  equity,5601.58888888889,68,3784,17356
1561,intl equity,7521.00555555556,83,3785,14488
1561,low  equity,2202.78888888889,83,3786,16537
1561,intl equity,7054.98333333333,83,3787,16593
1561,intl equity,7804.86111111111,83,3788,16593
1561,low  equity,7797.26111111111,83,3789,16842
1561,high equity,7912.13333333333,83,3790,16881
1561,bonds,13703.3666666667,83,3791,17223
1561,intl equity,6222.06111111111,83,3792,18154
1562,bonds,3863.24444444444,38,3793,16252
1562,Brokerage,1935.03333333333,38,3794,17435
1562,low  equity,4908.69444444444,38,3795,17549
1563,low  equity,38.9166666666667,69,3796,13828
1563,bonds,21.7388888888889,69,3797,14173
1564,low  equity,2666.32222222222,70,3798,13831
1564,low  equity,3151.83888888889,70,3799,13831
1565,high equity,1058.85,61,3800,14517
1565,intl equity,397.027777777778,61,3801,14572
1565,low  equity,3671.13888888889,61,3802,14236
1566,intl equity,9335.77777777778,60,3803,14007
1566,intl equity,8444.53888888889,60,3804,14007
1566,low  equity,3870.00555555556,60,3805,14621
1566,intl equity,3549.52222222222,60,3806,17850
1569,high equity,4457.86111111111,46,3807,14031
1570,low  equity,6068.13888888889,76,3808,18210
1571,mon mkt,7757.48333333333,46,3809,13899
1571,low  equity,9174.00555555556,46,3810,13899
1571,bonds,291.016666666667,46,3811,15299
1571,high equity,5785.97222222222,46,3812,15349
1571,low  equity,3629.84444444444,46,3813,14241
1571,low  equity,2102.01111111111,46,3814,14241
1571,high equity,4809.70555555556,46,3815,14241
1571,low  equity,4714.32777777778,46,3816,14502
1571,intl equity,1237.46666666667,46,3817,17363
1572,low  equity,14641.8722222222,43,3818,13968
1572,low  equity,3717.71666666667,43,3819,14252
1572,bonds,1980.99444444444,43,3820,14252
1572,high equity,2708.87222222222,43,3821,14252
1573,high equity,1114.3,58,3822,15431
1573,high equity,1000.11666666667,58,3823,15431
1573,low  equity,845.883333333333,58,3824,15431
1573,low  equity,1193.47222222222,58,3825,15431
1574,low  equity,3564.9,73,3826,14003
1575,mon mkt,196813.5,60,3827,13877
1575,mon mkt,21650.1666666667,60,3828,16793
1575,low  equity,2058.27222222222,60,3829,16793
1576,low  equity,1575.45555555556,44,3830,14305
1576,intl equity,1099.85555555556,44,3831,14305
1576,bonds,1293.71111111111,44,3832,14305
1578,low  equity,3361.00555555556,50,3833,14028
1579,intl equity,2323.60555555556,52,3834,14605
1580,mon mkt,21975.0833333333,80,3835,13886
1580,mon mkt,17968.9666666667,80,3836,13886
1581,low  equity,4823.16111111111,80,3837,13905
1582,low  equity,3314.43333333333,48,3838,13984
1583,low  equity,1983.92222222222,62,3839,13975
1583,low  equity,2050.56111111111,62,3840,13975
1583,low  equity,3767.80555555556,62,3841,13944
1583,high equity,3218.66111111111,62,3842,13944
1583,high equity,1580.62777777778,62,3843,13944
1583,mon mkt,1551.72222222222,62,3844,16714
1583,low  equity,71575.5166666667,62,3845,16727
1583,bonds,1689.03888888889,62,3846,18142
1585,low  equity,14416.6333333333,48,3847,15343
1586,mon mkt,629.583333333333,54,3848,13933
1586,intl equity,464.794444444444,54,3849,14675
1586,intl equity,255.744444444444,54,3850,14621
1586,intl equity,615.994444444444,54,3851,14699
1586,intl equity,4202.18333333333,54,3852,13941
1586,intl equity,1297.39444444444,54,3853,14614
1586,low  equity,763.127777777778,54,3854,14530
1586,intl equity,1710.78333333333,54,3855,14530
1587,intl equity,3134.67777777778,67,3856,16818
1587,low  equity,1031,67,3857,17668
1588,low  equity,1243.84444444444,51,3858,13975
1588,low  equity,1397.55555555556,51,3859,13975
1588,high equity,1607.23888888889,51,3860,14122
1589,intl equity,5805.99444444444,48,3861,13986
1591,low  equity,3895.44444444444,67,3862,13940
1591,low  equity,7913.56111111111,67,3863,16180
1593,low  equity,2696.99444444444,54,3864,15512
1595,low  equity,6711.55555555555,56,3865,13919
1595,low  equity,6373.76111111111,56,3866,13919
1596,bonds,2596.17777777778,69,3867,14094
1596,low  equity,3055.88333333333,69,3868,14094
1596,low  equity,1649.33333333333,69,3869,14101
1596,low  equity,1862.78333333333,69,3870,14101
1596,intl equity,1391.73888888889,69,3871,14717
1597,low  equity,16383.1777777778,58,3872,15091
1597,intl equity,10617.2333333333,58,3873,16859
1597,intl equity,5788.17777777778,58,3874,17622
1598,bonds,16847.4055555556,91,3875,15376
1599,intl equity,16489.1611111111,57,3876,15775
1599,low  equity,476.25,57,3877,15775
1599,low  equity,509.611111111111,57,3878,15775
1601,low  equity,5481.01111111111,47,3879,13955
1605,Retire Date,5235.65555555556,59,3880,18112
1606,low  equity,10162.0388888889,85,3881,13961
1607,bonds,79299.6277777778,55,3882,16349
1607,low  equity,21203.3722222222,55,3883,17182
1608,low  equity,4961.86111111111,54,3884,13976
1609,low  equity,11705.6055555556,59,3885,15951
1609,high equity,15232.3888888889,59,3886,15951
1609,high equity,38360.6722222222,59,3887,15951
1609,mon mkt,1740.82222222222,59,3888,15951
1610,low  equity,73972.3666666667,60,3889,14671
1610,low  equity,87804.2166666667,60,3890,16163
1611,high equity,18690.1888888889,56,3891,14285
1611,low  equity,16267.7611111111,56,3892,14615
1611,intl equity,4172.71666666667,56,3893,14612
1611,high equity,4657.87222222222,56,3894,14325
1611,low  equity,17452.5666666667,56,3895,14325
1612,low  equity,2226.63333333333,42,3896,16554
1613,bonds,37893.15,68,3897,16471
1613,bonds,3010.89444444444,68,3898,17468
1613,bonds,100226.394444444,68,3899,18133
1615,low  equity,4861.41666666667,56,3900,14216
1615,high equity,6700.82777777778,56,3901,14216
1616,low  equity,664.377777777778,39,3902,13956
1616,high equity,993.055555555556,39,3903,13956
1617,low  equity,8429.77222222222,63,3904,13956
1618,intl equity,5351.46666666667,87,3905,15645
1618,high equity,11177.6666666667,87,3906,15645
1618,intl equity,12564.5277777778,87,3907,14662
1619,low  equity,18026.5388888889,60,3908,13958
1620,mon mkt,17.5666666666667,72,3909,14964
1620,high equity,3646.26666666667,72,3910,15349
1620,high equity,5137.56111111111,72,3911,15414
1620,low  equity,1760.87777777778,72,3912,15418
1620,high equity,2039.13888888889,72,3913,15670
1620,low  equity,8058.33888888889,72,3914,16485
1620,intl equity,11617.4166666667,72,3915,16656
1620,intl equity,3653.33888888889,72,3916,16748
1621,low  equity,1706.93888888889,49,3917,14321
1622,low  equity,14841.0277777778,55,3918,13977
1622,low  equity,11470.6277777778,55,3919,14231
1623,low  equity,3459.33888888889,60,3920,14033
1624,low  equity,1649.87777777778,56,3921,13968
1624,high equity,2852.03888888889,56,3922,13968
1625,low  equity,2385.32777777778,54,3923,14318
1625,high equity,6541.38888888889,54,3924,16113
1625,low  equity,6599.50555555556,54,3925,16113
1626,low  equity,1783.72777777778,50,3926,13971
1626,low  equity,1783.72777777778,50,3927,13971
1627,high equity,2410.12777777778,43,3928,14028
1628,high equity,2989.75,46,3929,14839
1628,low  equity,1725.71666666667,46,3930,17295
1629,high equity,17962.1666666667,49,3931,15421
1630,low  equity,3578.06666666667,53,3932,14017
1631,intl equity,17168.6111111111,48,3933,12460
1632,intl equity,3895.86666666667,35,3934,13982
1632,intl equity,1942.26666666667,35,3935,14717
1633,low  equity,601.15,42,3936,13983
1633,intl equity,506.722222222222,42,3937,13983
1634,intl equity,50328.1055555556,72,3938,14600
1634,low  equity,9344.7,72,3939,16821
1635,low  equity,33301.0944444444,79,3940,15519
1636,low  equity,6541.07222222222,78,3941,13998
1637,intl equity,3793.83888888889,55,3942,13989
1638,low  equity,2635.28333333333,43,3943,14031
1638,bonds,1230.66666666667,43,3944,14670
1638,intl equity,390.788888888889,43,3945,14670
1639,bonds,1641.92777777778,65,3946,15929
1640,low  equity,6322.17777777778,50,3947,13996
1641,intl equity,5476.93333333333,54,3948,16806
1641,Brokerage,4222.13333333333,54,3949,16806
1641,intl equity,6629.87222222222,54,3950,16821
1641,low  equity,1779.06111111111,54,3951,16821
1642,low  equity,3357.06111111111,67,3952,14012
1642,mon mkt,952.438888888889,67,3953,14712
1642,bonds,5136.23333333333,67,3954,17575
1642,bonds,1447.77222222222,67,3955,17583
1642,bonds,2503.56666666667,67,3956,17583
1643,low  equity,5595.23888888889,39,3957,16910
1643,low  equity,5350.06111111111,39,3958,16910
1644,mon mkt,12995.5888888889,48,3959,15523
1645,bonds,1947.06666666667,63,3960,14627
1645,low  equity,4558.48888888889,63,3961,16240
1645,bonds,5737.34444444444,63,3962,16483
1647,low  equity,4336.81666666667,44,3963,14012
1647,low  equity,2181.73333333333,44,3964,14048
1647,intl equity,1190.96666666667,44,3965,14048
1648,mon mkt,1879.82777777778,55,3966,15550
1648,bonds,2237.32777777778,55,3967,15550
1648,bonds,1634.77777777778,55,3968,15550
1649,low  equity,7137.70555555556,64,3969,14018
1649,Retire Date,7768.62222222222,64,3970,16327
1650,low  equity,176.605555555556,36,3971,14067
1650,high equity,280.233333333333,36,3972,14067
1651,low  equity,6730.30555555555,54,3973,14748
1651,high equity,533.161111111111,54,3974,14748
1651,low  equity,623.644444444444,54,3975,16908
1652,low  equity,6003.71666666667,40,3976,15077
1652,Retire Date,1474.30555555556,40,3977,16495
1652,low  equity,2878.41111111111,40,3978,17359
1652,low  equity,1284.9,40,3979,18149
1652,Brokerage,1145.12222222222,40,3980,18149
1655,high equity,1415.23333333333,55,3981,14137
1655,intl equity,2123.73333333333,55,3982,14137
1655,low  equity,9115.53888888889,55,3983,14137
1656,bonds,3785.46666666667,44,3984,14073
1656,low  equity,1370.95555555556,44,3985,14314
1657,intl equity,1841.86111111111,48,3986,14116
1657,high equity,1433.38888888889,48,3987,14116
1657,Retire Date,2906.51666666667,48,3988,16454
1657,high equity,2835.42222222222,48,3989,16454
1657,low  equity,1297.31666666667,48,3990,16454
1657,intl equity,925.111111111111,48,3991,16538
1657,low  equity,797.944444444444,48,3992,16538
1657,intl equity,528.761111111111,48,3993,16646
1657,mon mkt,62047.9888888889,48,3994,16799
1657,low  equity,729.694444444444,48,3995,16814
1658,low  equity,14095.1944444444,55,3996,14269
1658,intl equity,2709.62777777778,55,3997,16856
1659,intl equity,694.85,86,3998,15314
1659,low  equity,7861.43333333333,86,3999,15314
1659,low  equity,2325.52222222222,86,4000,15314
1659,low  equity,2884.90555555556,86,4001,15314
1659,mon mkt,419.394444444444,86,4002,15314
1659,low  equity,5846.67222222222,86,4003,16385
1660,low  equity,16109.0111111111,51,4004,14052
1660,low  equity,6323.05,51,4005,15242
1661,low  equity,18090.0388888889,72,4006,14192
1662,intl equity,616.055555555556,44,4007,14472
1663,Brokerage,3524.52777777778,65,4008,18000
1664,low  equity,1269.38333333333,44,4009,14567
1665,high equity,7908.15,62,4010,17665
1667,low  equity,7674.09444444444,53,4011,15628
1669,low  equity,4572.61666666667,73,4012,14675
1669,low  equity,5058.05,73,4013,14711
1669,low  equity,4736.18333333333,73,4014,14711
1670,low  equity,3718.00555555556,52,4015,14083
1673,bonds,47310.5888888889,63,4016,14091
1673,high equity,29842.5555555556,63,4017,14287
1673,low  equity,31300.7666666667,63,4018,16491
1673,low  equity,29104.8166666667,63,4019,16994
1674,low  equity,5760.42777777778,84,4020,17386
1675,low  equity,5161.36111111111,58,4021,13086
1676,high equity,4185.47777777778,48,4022,14874
1676,mon mkt,1164.7,48,4023,15867
1676,high equity,41426.8777777778,48,4024,15867
1676,intl equity,20672.9611111111,48,4025,15867
1676,bonds,30483.8333333333,48,4026,15867
1676,high equity,4391.06111111111,48,4027,15461
1676,intl equity,21941.3166666667,48,4028,17541
1676,low  equity,21067.9111111111,48,4029,17541
1676,Brokerage,23285.5611111111,48,4030,17541
1676,low  equity,40923.0333333333,48,4031,17626
1677,low  equity,864.694444444444,52,4032,14117
1679,low  equity,15053.5555555556,74,4033,15970
1681,intl equity,254.538888888889,48,4034,14706
1682,intl equity,5616.75,40,4035,14123
1682,intl equity,1922.28888888889,40,4036,16127
1682,low  equity,2072.56666666667,40,4037,16428
1683,low  equity,2489.94444444444,80,4038,14181
1684,intl equity,1253.71666666667,42,4039,16838
1684,intl equity,3078.17222222222,42,4040,17258
1684,Retire Date,8171.52777777778,42,4041,17258
1685,high equity,1398.38333333333,52,4042,15552
1685,low  equity,12585.9611111111,52,4043,15552
1685,mon mkt,38888.8888888889,52,4044,16292
1686,intl equity,380.072222222222,42,4045,14710
1686,low  equity,1439.99444444444,42,4046,15081
1687,mon mkt,1568.44444444444,42,4047,14354
1687,Retire Date,18469.1944444444,42,4048,17064
1688,low  equity,4573.05555555556,45,4049,14160
1689,mon mkt,856.838888888889,53,4050,17227
1690,Retire Date,14493.0055555556,44,4051,17296
1692,low  equity,1136.93888888889,53,4052,14199
1692,low  equity,4113.45,53,4053,15872
1692,mon mkt,7461.22222222222,53,4054,16750
1692,low  equity,99889.0666666667,53,4055,18163
1693,low  equity,69.0777777777778,31,4056,15708
1694,low  equity,29565.0555555556,52,4057,14180
1695,low  equity,27187.9833333333,64,4058,16119
1695,Retire Date,74418.8388888889,64,4059,16737
1695,low  equity,44949.4611111111,64,4060,16853
1695,mon mkt,2090.33333333333,64,4061,17091
1696,low  equity,8778.72777777778,45,4062,14189
1696,bonds,55822.5888888889,45,4063,18175
1697,intl equity,87.1277777777778,41,4064,14192
1699,low  equity,2059.66111111111,47,4065,14223
1700,low  equity,1028.47777777778,71,4066,14255
1702,bonds,4138.88333333333,46,4067,14213
1703,high equity,3121.85,39,4068,14257
1703,intl equity,435.594444444444,39,4069,14633
1704,low  equity,1204.18888888889,53,4070,14255
1704,low  equity,13004.6111111111,53,4071,14291
1706,mon mkt,2340.92222222222,69,4072,14227
1706,low  equity,1671.75,69,4073,14257
1706,bonds,3609.52777777778,69,4074,14353
1706,low  equity,12712.6166666667,69,4075,14353
1707,high equity,1918.06666666667,44,4076,14340
1707,low  equity,1908.45,44,4077,18053
1708,low  equity,2532.65,59,4078,14234
1709,low  equity,7805.30555555555,58,4079,16460
1709,low  equity,26537.9444444444,58,4080,16460
1709,low  equity,19948.0222222222,58,4081,16460
1709,low  equity,391.083333333333,58,4082,17090
1709,intl equity,7863.85555555556,58,4083,17218
1709,Brokerage,5990.78333333333,58,4084,18114
